code,coords
"""B14""=>""90""","48.8618, 4.9536"
"""B14""=>""90""","48.8788, 4.9401"
"""B14""=>""90""","48.8936, 5.1606"
"""B14""=>""90""","48.6477, 5.4116"
"""B14""=>""90""","48.6404, 5.3794"
"""B14""=>""90""","49.2087, 5.2191"
"""B14""=>""90""","48.6649, 5.5519"
"""B14""=>""90""","48.6473, 5.4211"
"""B14""=>""30""","48.6997, 6.6135"
"""B14""=>""90""","48.6473, 5.5177"
"""B14""=>""90""","48.6701, 5.5990"
"""B14""=>""90""","48.7791, 5.5202"
"""B14""=>""30"", ""M9z""=>""rappel""","49.3214, 6.1360"
"""B14""=>""90""","48.8293, 4.9652"
"""B14""=>""90""","48.8228, 4.9109"
"""B14""=>""90""","49.3196, 5.6897"
"""B14""=>""50""","48.4917, 7.7674"
"""B14""=>""90""","49.2690, 5.1539"
"""B14""=>""90""","48.8639, 5.0813"
"""B14""=>""30""","48.1576, 4.8064"
"""B14""=>""90""","48.6546, 5.7100"
"""B14""=>""90""","48.7211, 5.0487"
"""B14""=>""90""","49.4710, 5.1335"
"""B14""=>""90""","49.2770, 5.1913"
"""B14""=>""90""","49.2777, 5.1935"
"""EB10""=>NULL","49.8335, 4.6186"
"""B14""=>""90""","49.2883, 5.2656"
"""B14""=>""90""","48.5085, 5.3523"
"""B14""=>""30""","48.9209, 5.2175"
"""M2""=>""200 m"", ""B14""=>""30""","49.2296, 5.0511"
"""B14""=>""70""","48.8348, 4.9949"
"""B14""=>""90""","49.4950, 5.2477"
"""B14""=>""90""","49.4723, 5.2992"
"""B14""=>""90""","49.4930, 5.1981"
"""B14""=>""50""","48.6697, 5.2811"
"""B14""=>""30""","48.4763, 5.6176"
"""B14""=>""90""","48.7630, 5.0265"
"""B14""=>""90""","48.8441, 4.9899"
"""B14""=>""90""","48.6197, 5.2254"
"""B14""=>""90""","49.0084, 5.4282"
"""B14""=>""90""","49.2298, 5.0623"
"""B14""=>""90""","49.2853, 5.2441"
"""B14""=>""90""","48.7643, 5.7093"
"""B14""=>""30""","48.7600, 7.3606"
"""EB10""=>NULL","48.8437, 7.1992"
"""B14""=>""20""","48.5427, 7.6556"
"""EB10""=>NULL","48.4945, 7.6695"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6236, 7.7545"
"""EB10""=>NULL","48.8267, 8.0822"
"""B14""=>""30""","48.8997, 7.9696"
"""B14""=>""30""","48.4875, 7.1638"
"""EB20""=>NULL","48.8054, 8.0589"
"""B14""=>""30""","48.5597, 7.7380"
"""EB20""=>NULL","48.4157, 7.4678"
"""B14""=>""70"", ""M9z""=>""rappel""","48.5338, 7.6941"
"""EB10""=>NULL","48.8239, 7.7670"
"""B14""=>""30""","48.6823, 7.5723"
"""B14""=>""50""","48.4862, 7.5033"
"""EB20""=>NULL","48.4804, 7.2105"
"""B14""=>""30""","48.5465, 7.6209"
"""B14""=>""30""","48.4056, 7.4454"
"""B14""=>""30""","48.6932, 7.6358"
"""EB10""=>NULL","48.7930, 7.4200"
"""EB20""=>NULL","48.8437, 7.1991"
"""EB20""=>NULL","48.7813, 7.6215"
"""B14""=>""30""","48.6053, 7.7391"
"""B33""=>""70""","48.6411, 7.8095"
"""B14""=>""30""","48.5391, 7.7363"
"""EB10""=>NULL","48.8822, 7.5492"
"""B14""=>""30""","48.5578, 7.6796"
"""B14""=>""30""","48.6934, 7.6360"
"""EB20""=>NULL","48.4946, 7.6696"
"""EB10""=>NULL","48.4656, 7.2082"
"""EB20""=>NULL","48.7930, 7.4200"
"""B14""=>""30""","48.3289, 7.2683"
"""B14""=>""70""","49.0141, 7.8950"
"""EB20""=>NULL","48.5785, 7.4634"
"""B14""=>""30""","48.5387, 7.7373"
"""EB10""=>NULL","48.4121, 7.6708"
"""EB10""=>NULL","48.7774, 7.6590"
"""B14""=>""30""","48.5998, 7.7396"
"""B33""=>""70""","48.6444, 5.9143"
"""B14""=>""90""","49.4641, 5.1294"
"""B14""=>""50""","48.3527, 4.8743"
"""B14""=>""70""","48.9004, 5.1640"
"""B14""=>""90"", ""M9z""=>""rappel""","48.0115, 4.7839"
"""B14""=>""90""","49.4345, 5.3776"
"""B14""=>""90""","49.0092, 5.4263"
"""B14""=>""90""","49.4623, 5.3183"
"""B14""=>""90""","49.4546, 5.3311"
"""B14""=>""50""","48.7011, 6.1881"
"""B14""=>""40"", ""M9z""=>""rappel""","48.6648, 7.6070"
"""EB10""=>NULL","48.5785, 7.4634"
"""B14""=>""50""","48.6153, 7.7271"
"""B14""=>""50""","48.6374, 6.1297"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6295, 6.3385"
"""EB10""=>NULL","49.2906, 5.9732"
"""B14""=>""50""","48.9111, 6.2433"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6073, 6.5100"
"""EB20""=>NULL","49.1226, 5.7577"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6552, 6.2068"
"""EB10""=>NULL","48.6589, 6.3556"
"""EB20""=>NULL","49.6044, 4.8578"
"""B14""=>""30""","48.6006, 6.4888"
"""B14""=>""30""","48.6796, 6.1474"
"""B14""=>""30""","48.4689, 6.2932"
"""B14""=>""30""","48.7602, 6.0985"
"""B14""=>""30"", ""M9z""=>""rappel""","48.7058, 6.1904"
"""EB20""=>NULL","48.7945, 6.2365"
"""B14""=>""30""","48.5562, 6.3092"
"""EB10""=>NULL","49.8758, 4.4358"
"""EB20""=>NULL","48.6551, 6.1066"
"""B14""=>""50""","48.6753, 5.8534"
"""B14""=>""30"", ""M9z""=>""rappel""","48.7076, 6.1723"
"""EB10""=>NULL","49.2231, 6.0061"
"""B14""=>""50""","49.4049, 4.7245"
"""EB20""=>NULL","48.5192, 6.7322"
"""EB10""=>NULL","49.8206, 4.3983"
"""B14""=>""30""","50.0215, 4.7932"
"""EB10""=>NULL","48.5375, 6.0888"
"""B14""=>""30""","49.7767, 4.7344"
"""EB10""=>NULL","49.7295, 4.8901"
"""B14""=>""30"", ""M9z""=>""rappel""","48.7075, 6.1721"
"""EB10""=>NULL","49.8358, 4.2574"
"""EB10""=>NULL","48.8383, 5.8010"
"""B14""=>""30"", ""M3a""=>""droite""","48.6890, 6.1335"
"""EB20""=>NULL","49.8212, 4.2333"
"""EB20""=>NULL","48.4846, 6.3411"
"""EB10""=>NULL","49.8880, 4.4924"
"""B14""=>""50""","48.4621, 6.9482"
"""EB10""=>NULL","48.4912, 6.8843"
"""B33""=>""30""","49.7647, 4.3008"
"""B14""=>""70""","48.7446, 5.3288"
"""EB10""=>NULL","49.1614, 5.4930"
"""EB10""=>NULL","48.6068, 6.9817"
"""B33""=>""70""","49.6693, 5.2866"
"""B14""=>""30""","48.2333, 3.7167"
"""B14""=>""30""","48.6835, 6.1499"
"""B33""=>""30""","48.2312, 4.1405"
"""EB10""=>NULL","48.2634, 4.0000"
"""B33""=>""70""","48.1712, 4.1968"
"""B14""=>""50""","48.2603, 3.8625"
"""EB20""=>NULL","48.1857, 4.1681"
"""EB10""=>NULL","48.2182, 3.7271"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6065, 6.9825"
"""B14""=>""30""","48.5933, 6.8457"
"""EB10""=>NULL","48.7057, 6.1403"
"""EB10""=>NULL","49.4712, 5.5445"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6534, 6.2075"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6665, 6.2082"
"""EB10""=>NULL","48.3978, 4.1031"
"""EB10""=>NULL","48.5246, 3.7156"
"""EB10""=>NULL","48.6582, 6.2122"
"""EB20""=>NULL","48.1343, 4.6757"
"""EB10""=>NULL","49.2682, 4.0990"
"""B14""=>""30""","48.6584, 6.2126"
"""EB10""=>NULL","49.0500, 4.7985"
"""B14""=>""30""","48.2684, 4.2371"
"""B14""=>""30""","48.7007, 5.9200"
"""B14""=>""50"", ""M9z""=>""rappel""","48.1724, 4.1380"
"""EB20""=>NULL","48.2610, 4.1573"
"""B14""=>""30""","49.2870, 4.0308"
"""B14""=>""70"", ""M9z""=>""rappel""","48.5110, 6.8358"
"""EB10""=>NULL","48.8158, 3.5943"
"""EB20""=>NULL","48.5450, 4.0320"
"""B14""=>""30""","49.5477, 5.7848"
"""EB10""=>NULL","48.2309, 4.1409"
"""B14""=>""50""","48.1038, 3.8457"
"""EB20""=>NULL","49.1763, 3.9536"
"""EB10""=>NULL","48.0620, 4.0448"
"""EB10""=>NULL","48.7109, 6.2016"
"""EB20""=>NULL","48.2994, 4.7116"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2315, 4.1432"
"""EB10""=>NULL","49.2926, 3.7512"
"""EB20""=>NULL","48.2398, 4.8307"
"""EB10""=>NULL","48.3206, 3.9535"
"""EB20""=>NULL","48.7565, 4.5699"
"""B14""=>""70""","48.2895, 4.0038"
"""B14""=>""30""","49.1478, 4.1670"
"""EB10""=>NULL","48.0709, 4.3790"
"""B14""=>""70""","49.2690, 3.8302"
"""B14""=>""30""","48.2315, 4.1429"
"""EB10""=>NULL","48.0466, 3.9258"
"""EB10""=>NULL","48.2670, 4.0609"
"""EB20""=>NULL","48.2292, 3.8444"
"""EB20""=>NULL","49.3124, 4.1758"
"""B14""=>""30""","48.2322, 4.1341"
"""EB20""=>NULL","48.8237, 4.5558"
"""EB20""=>NULL","48.2110, 4.2276"
"""B33""=>""30""","47.9964, 4.0630"
"""EB20""=>NULL","48.2133, 3.7191"
"""B14""=>""30""","49.2908, 3.8179"
"""EB10""=>NULL","48.3042, 4.3311"
"""EB20""=>NULL","48.3979, 4.1031"
"""EB10""=>NULL","48.2134, 3.7192"
"""B14""=>""30""","47.9579, 4.0186"
"""B14""=>""50"", ""M9z""=>""rappel""","48.1859, 4.1683"
"""B14""=>""50""","48.0840, 4.5460"
"""B14""=>""30""","48.1305, 4.0377"
"""B14""=>""30""","48.2964, 4.1970"
"""EB20""=>NULL","48.5299, 4.1902"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2684, 4.7538"
"""EB20""=>NULL","48.5605, 4.0630"
"""EB10""=>NULL","48.5306, 4.1992"
"""M2""=>""100 m"", ""B14""=>""30""","48.2751, 4.1796"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2399, 4.1440"
"""B33""=>""30""","48.3342, 4.2275"
"""EB20""=>NULL","48.1854, 4.0726"
"""B14""=>""30""","48.1845, 4.2226"
"""EB20""=>NULL","48.5421, 4.1384"
"""B14""=>""50""","48.0871, 4.5479"
"""EB10""=>NULL","48.1617, 4.0915"
"""EB10""=>NULL","48.0825, 4.1033"
"""EB10""=>NULL","48.6317, 7.4493"
"""B14""=>""50""","48.3176, 4.0390"
"""B14""=>""30"", ""M9z""=>""rappel""","48.4451, 7.4252"
"""EB10""=>NULL","49.8809, 4.8404"
"""B14""=>""70""","48.6334, 7.7778"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2602, 3.8142"
"""B33""=>""50""","49.0178, 7.7789"
"""EB20""=>NULL","49.9322, 4.2336"
"""EB10""=>NULL","49.2588, 3.7377"
"""B14""=>""30""","48.8166, 7.9608"
"""B14""=>""50""","49.3578, 4.1864"
"""B14""=>""70""","48.6384, 7.7808"
"""B14""=>""30""","48.3846, 7.4430"
"""EB10""=>NULL","48.6128, 7.7687"
"""B14""=>""30""","47.9548, 4.0172"
"""B14""=>""40""","48.4904, 7.6943"
"""B14""=>""30""","48.6000, 7.7397"
"""B14""=>""70""","49.3161, 4.0731"
"""B14""=>""30""","48.6484, 7.6931"
"""B14""=>""30""","48.7361, 7.3680"
"""EB20""=>NULL","48.3009, 4.7041"
"""B14""=>""50""","48.8437, 3.6523"
"""EB10""=>NULL","48.2372, 4.6354"
"""B14""=>""70""","48.6411, 7.8094"
"""EB20""=>NULL","48.8059, 7.5550"
"""B33""=>""30""","48.1573, 4.1472"
"""B14""=>""30""","49.1379, 4.2230"
"""EB20""=>NULL","47.9382, 4.2489"
"""B14""=>""30""","48.2537, 7.3993"
"""B14""=>""30""","48.5296, 7.7747"
"""B14""=>""30"", ""M9z""=>""rappel""","49.2966, 3.9332"
"""EB20""=>NULL","49.1614, 5.4929"
"""EB20""=>NULL","48.7887, 5.3912"
"""EB10""=>NULL","48.4856, 4.4542"
"""B14""=>""30"", ""M4f""=>""3.5t""","49.3641, 4.1445"
"""EB20""=>NULL","48.4501, 3.9202"
"""EB10""=>NULL","48.6041, 5.1359"
"""B14""=>""50"", ""M9z""=>""rappel""","49.2604, 3.9797"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6070, 7.7217"
"""EB10""=>NULL","47.9508, 4.0906"
"""B14""=>""70""","48.5989, 4.7016"
"""B33""=>""30""","48.2422, 4.7112"
"""B14""=>""30""","48.2311, 4.1405"
"""B33""=>""30""","48.4550, 4.1243"
"""EB10""=>NULL","49.3457, 3.7963"
"""B33""=>""30""","48.2777, 4.0611"
"""EB10""=>NULL","48.0478, 4.2729"
"""B14""=>""70"", ""M9z""=>""rappel""","49.2268, 3.9157"
"""B14""=>""30""","48.0614, 4.3811"
"""EB10""=>NULL","48.2541, 7.4023"
"""EB10""=>NULL","48.5891, 7.7099"
"""B14""=>""70""","49.3574, 4.1878"
"""C107""=>NULL","48.7003, 7.8989"
"""EB20""=>NULL","48.5696, 3.5734"
"""EB20""=>NULL","49.2964, 3.9349"
"""B14""=>""30""","48.5965, 7.6997"
"""B14""=>""20""","49.2760, 3.8888"
"""EB10""=>NULL","48.2014, 4.0948"
"""EB10""=>NULL","48.3622, 4.4081"
"""B14""=>""70"", ""M9z""=>""rappel""","49.2270, 3.9154"
"""EB10""=>NULL","48.5161, 4.2929"
"""B14""=>""30""","48.2099, 4.1240"
"""B14""=>""30""","48.6063, 7.7293"
"""B14""=>""70""","48.5993, 4.7024"
"""B14""=>""30""","48.0627, 4.3788"
"""M1""=>""150 m"", ""B14""=>""50""","48.4678, 3.4178"
"""B14""=>""50"", ""M9z""=>""rappel""","49.2188, 3.9989"
"""EB20""=>NULL","48.6033, 3.5580"
"""B14""=>""70""","48.1381, 4.2565"
"""B33""=>""30""","48.1581, 4.1470"
"""B14""=>""50"", ""M9z""=>""rappel""","49.2206, 4.0004"
"""EB20""=>NULL","48.0629, 4.5331"
"""B33""=>""30""","48.0203, 4.4442"
"""EB10""=>NULL","49.3412, 3.9857"
"""EB20""=>NULL","48.4825, 3.7279"
"""EB10""=>NULL","48.2074, 4.0845"
"""B33""=>""30""","48.3071, 4.0702"
"""B14""=>""50"", ""M9z""=>""rappel""","49.3321, 4.2457"
"""EB20""=>NULL","47.9508, 4.0906"
"""B14""=>""30""","48.2693, 4.1349"
"""EB10""=>NULL","49.1955, 4.0003"
"""M1""=>""150 m"", ""B14""=>""50""","48.4475, 3.9362"
"""B33""=>""50""","49.3326, 4.2447"
"""B14""=>""30""","48.2606, 3.8623"
"""EB10""=>NULL","48.3899, 3.6486"
"""EB10""=>NULL","48.2080, 4.1957"
"""B14""=>""30""","48.7223, 4.5846"
"""EB10""=>NULL","48.0873, 3.8449"
"""EB10""=>NULL","48.1858, 4.1681"
"""EB20""=>NULL","49.2372, 3.6960"
"""B14""=>""30""","48.0583, 4.0055"
"""B14""=>""30""","49.2866, 3.8149"
"""EB10""=>NULL","48.3055, 3.6062"
"""B33""=>""30""","48.2658, 4.2340"
"""B14""=>""30""","49.2215, 3.9842"
"""EB10""=>NULL","48.2963, 4.1962"
"""EB20""=>NULL","48.2911, 4.7873"
"""B14""=>""30""","48.1857, 4.3483"
"""EB20""=>NULL","49.1955, 4.0003"
"""EB10""=>NULL","48.0301, 4.2994"
"""B14""=>""30""","48.3456, 4.2098"
"""B14""=>""70""","49.3370, 4.2353"
"""B14""=>""50""","48.5565, 4.3756"
"""EB10""=>NULL","48.1652, 4.7221"
"""EB10""=>NULL","48.2376, 4.7693"
"""B14""=>""30""","48.2777, 4.0612"
"""B33""=>""70""","49.8911, 4.7430"
"""EB10""=>NULL","48.0889, 4.2966"
"""EB10""=>NULL","48.2973, 4.1340"
"""EB10""=>NULL","48.3555, 4.0550"
"""EB20""=>NULL","48.1313, 4.0256"
"""EB20""=>NULL","48.2589, 3.8159"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2698, 4.0399"
"""EB10""=>NULL","48.0416, 4.6616"
"""EB20""=>NULL","48.3056, 3.6062"
"""EB20""=>NULL","49.2926, 3.7512"
"""EB10""=>NULL","49.9103, 4.2698"
"""EB20""=>NULL","48.0824, 4.1032"
"""B14""=>""30""","48.2439, 4.1772"
"""B33""=>""30""","48.1740, 4.1964"
"""EB20""=>NULL","48.1382, 4.2139"
"""B14""=>""30""","49.5298, 4.7817"
"""B14""=>""30""","49.7520, 4.8768"
"""B14""=>""50"", ""M9z""=>""rappel""","49.8768, 4.7076"
"""EB20""=>NULL","48.2073, 4.0846"
"""B14""=>""50"", ""M9z""=>""rappel""","49.9084, 4.7668"
"""EB20""=>NULL","48.2843, 3.9283"
"""B14""=>""30""","48.3349, 4.2265"
"""B14""=>""30""","47.9941, 4.3622"
"""B14""=>""50""","50.0129, 4.7909"
"""EB10""=>NULL","49.8059, 4.4065"
"""EB10""=>NULL","48.3490, 3.9882"
"""EB10""=>NULL","49.8889, 4.3454"
"""EB10""=>NULL","48.0627, 4.0458"
"""EB20""=>NULL","48.5901, 4.1029"
"""EB20""=>NULL","48.3803, 4.6290"
"""EB10""=>NULL","49.8158, 4.6258"
"""B33""=>""50""","48.5113, 4.2925"
"""B14""=>""70""","49.9527, 4.3367"
"""EB10""=>NULL","48.1650, 3.8778"
"""B33""=>""30""","49.5340, 4.7692"
"""EB20""=>NULL","48.4557, 3.9168"
"""B14""=>""30""","49.7764, 4.7313"
"""EB20""=>NULL","48.4933, 3.6234"
"""B14""=>""30""","50.0196, 4.7913"
"""EB10""=>NULL","48.0540, 4.0350"
"""B33""=>""30""","48.2265, 4.6224"
"""EB10""=>NULL","48.2078, 4.6693"
"""EB10""=>NULL","49.9301, 4.2859"
"""EB10""=>NULL","49.8948, 4.2810"
"""EB10""=>NULL","48.0628, 4.5329"
"""B14""=>""50"", ""M9z""=>""rappel""","49.7524, 4.7651"
"""B14""=>""70""","48.1711, 4.1967"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6866, 6.2357"
"""B33""=>""30""","48.2430, 4.7116"
"""EB20""=>NULL","49.8968, 4.3436"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2283, 4.7001"
"""B14""=>""70"", ""M9z""=>""rappel""","49.7475, 4.8776"
"""EB10""=>NULL","49.8874, 4.5211"
"""B14""=>""30""","48.2754, 4.1002"
"""B14""=>""30""","48.2091, 4.1228"
"""B14""=>""30""","48.1742, 4.1950"
"""B14""=>""70""","49.6694, 5.2864"
"""EB10""=>NULL","48.0988, 4.6086"
"""B33""=>""50""","49.8818, 4.7517"
"""EB10""=>NULL","48.1388, 4.2246"
"""EB10""=>NULL","49.6389, 4.2232"
"""EB10""=>NULL","48.3001, 4.5745"
"""B14""=>""50"", ""M9z""=>""rappel""","49.6060, 5.1329"
"""B14""=>""30""","48.2429, 4.7114"
"""EB10""=>NULL","48.5512, 4.1831"
"""B14""=>""30""","49.7514, 4.8773"
"""EB10""=>NULL","48.5470, 4.0172"
"""B14""=>""70""","48.3241, 4.3632"
"""EB10""=>NULL","49.8888, 4.4983"
"""EB10""=>NULL","49.7650, 4.3007"
"""B14""=>""70""","49.9536, 4.3475"
"""B33""=>""30""","49.8071, 4.2655"
"""EB10""=>NULL","49.3039, 4.9514"
"""B14""=>""50""","49.5437, 4.6745"
"""EB10""=>NULL","49.3430, 4.5851"
"""B14""=>""30""","48.3009, 4.0399"
"""EB10""=>NULL","48.2175, 4.2123"
"""B14""=>""30""","48.3048, 4.0712"
"""B33""=>""30""","48.0698, 4.4812"
"""EB10""=>NULL","49.8462, 4.4459"
"""EB10""=>NULL","49.9159, 4.5290"
"""EB10""=>NULL","48.0017, 3.9218"
"""B14""=>""30""","48.0698, 4.4811"
"""B33""=>""30""","48.2100, 4.1240"
"""B31""=>NULL","48.2127, 4.1416"
"""EB10""=>NULL","48.1202, 4.7939"
"""EB10""=>NULL","48.2911, 4.7872"
"""B33""=>""30""","48.1866, 4.3490"
"""B14""=>""50"", ""M9z""=>""rappel""","49.7634, 4.7674"
"""EB10""=>NULL","48.0625, 4.3753"
"""B33""=>""70""","48.1381, 4.2564"
"""EB10""=>NULL","49.6134, 5.1776"
"""M2""=>""100 m"", ""B14""=>""30""","48.3084, 4.1824"
"""EB10""=>NULL","49.6282, 5.1218"
"""EB20""=>NULL","48.2438, 4.1760"
"""B14""=>""50"", ""M9z""=>""rappel""","49.7007, 4.8408"
"""EB10""=>NULL","49.7471, 4.9493"
"""B14""=>""50""","48.7579, 6.0895"
"""B14""=>""70""","49.2020, 5.9088"
"""EB10""=>NULL","49.6378, 4.7295"
"""EB10""=>NULL","48.7019, 6.1359"
"""B14""=>""50""","48.7203, 5.7753"
"""B14""=>""70""","50.1109, 4.8292"
"""B14""=>""80""","48.6347, 6.1294"
"""B14""=>""50""","48.6569, 6.1309"
"""B14""=>""70""","49.4814, 4.1668"
"""EB10""=>NULL","49.8171, 4.8261"
"""B14""=>""50"", ""M9z""=>""rappel""","49.5318, 4.7759"
"""EB20""=>NULL","49.6134, 5.1777"
"""B14""=>""90""","49.8615, 4.8424"
"""EB10""=>NULL","49.2868, 4.9556"
"""B14""=>""30""","49.4936, 5.6465"
"""M2""=>""2000 m"", ""B14""=>""30""","48.5748, 6.5300"
"""EB10""=>NULL","49.7507, 4.8783"
"""B14""=>""80"", ""M9z""=>""rappel""","49.8562, 4.8366"
"""B14""=>""70"", ""M9z""=>""rappel""","49.7540, 4.6626"
"""B14""=>""30""","49.0766, 5.8910"
"""B33""=>""30""","49.8931, 4.5385"
"""B14""=>""50"", ""M9z""=>""rappel""","49.6766, 4.8288"
"""EB10""=>NULL","49.1462, 5.9278"
"""B14""=>""70""","49.7505, 4.8784"
"""B31""=>NULL","49.9254, 4.4552"
"""EB10""=>NULL","49.6132, 4.3972"
"""B14""=>""70""","49.0045, 5.8854"
"""EB20""=>NULL","49.4065, 4.7190"
"""B14""=>""30"", ""M4g""=>NULL","49.8071, 4.2656"
"""EB10""=>NULL","48.7378, 5.9856"
"""B14""=>""50""","49.7816, 4.7166"
"""EB20""=>NULL","49.4667, 4.4778"
"""B33""=>""50""","49.8322, 4.5245"
"""EB20""=>NULL","49.9103, 4.2700"
"""B14""=>""30""","48.6764, 6.1451"
"""B14""=>""50""","49.8297, 4.5244"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6602, 6.1798"
"""B33""=>""30""","49.7515, 4.8774"
"""EB10""=>NULL","49.9494, 4.7953"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6602, 6.1796"
"""B14""=>""70""","49.9254, 4.4551"
"""B33""=>""70""","48.5830, 5.9687"
"""EB10""=>NULL","49.1829, 5.9711"
"""EB20""=>NULL","49.6075, 4.1345"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6349, 6.1306"
"""B14""=>""90""","49.9318, 4.6160"
"""EB20""=>NULL","48.4307, 6.4339"
"""B33""=>""70""","49.0045, 5.8855"
"""EB20""=>NULL","48.4357, 6.0688"
"""EB20""=>NULL","49.8334, 4.6186"
"""EB20""=>NULL","48.5658, 6.7075"
"""B14""=>""70"", ""M9z""=>""rappel""","48.5668, 6.1041"
"""B14""=>""70"", ""M9z""=>""rappel""","49.8443, 4.5732"
"""B14""=>""30""","48.8992, 6.0523"
"""B14""=>""50""","48.7000, 6.1835"
"""EB20""=>NULL","48.4461, 6.3960"
"""B14""=>""30"", ""M4g""=>NULL","49.8806, 4.8403"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6679, 6.1648"
"""EB10""=>NULL","48.4023, 6.1205"
"""EB20""=>NULL","49.4298, 5.9149"
"""EB20""=>NULL","48.6882, 6.3947"
"""B14""=>""30""","48.6543, 6.1584"
"""B33""=>""30""","48.4689, 6.2931"
"""B14""=>""70""","48.6512, 6.1411"
"""EB20""=>NULL","48.7200, 5.7778"
"""EB20""=>NULL","48.7928, 6.2271"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6582, 6.1189"
"""EB10""=>NULL","48.6570, 6.7080"
"""B33""=>""70""","49.4964, 5.7400"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6842, 6.1485"
"""B14""=>""30""","48.6774, 6.3452"
"""B14""=>""30""","48.6866, 6.1527"
"""B14""=>""50""","48.4641, 6.9493"
"""EB20""=>NULL","49.2905, 5.9733"
"""EB20""=>NULL","48.4948, 6.2886"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6425, 6.2577"
"""EB20""=>NULL","48.4500, 6.3960"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6074, 6.5100"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6946, 6.1406"
"""B14""=>""50""","48.7577, 6.3822"
"""EB10""=>NULL","48.9348, 5.9719"
"""B14""=>""30""","48.5332, 6.1290"
"""B14""=>""70""","49.5079, 5.7361"
"""B14""=>""30""","48.8418, 6.2405"
"""B14""=>""30"", ""M9z""=>""rappel""","48.5790, 6.5369"
"""B14""=>""30""","48.6164, 6.1054"
"""B14""=>""30"", ""M9z""=>""rappel""","48.5778, 6.5362"
"""EB10""=>NULL","48.5192, 6.7321"
"""B14""=>""50""","48.6429, 6.2557"
"""B14""=>""30""","49.1858, 5.9718"
"""EB10""=>NULL","48.5606, 6.7531"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6944, 6.1451"
"""EB10""=>NULL","48.6799, 6.1539"
"""EB10""=>NULL","48.5018, 6.6587"
"""B14""=>""30""","48.4698, 6.2938"
"""B14""=>""30""","48.4822, 6.1596"
"""B14""=>""70""","48.4223, 6.0954"
"""EB20""=>NULL","49.5309, 5.7161"
"""B14""=>""30"", ""M9z""=>""rappel""","48.9807, 5.9994"
"""EB10""=>NULL","48.4824, 6.7015"
"""B14""=>""30""","48.8998, 6.0589"
"""B14""=>""30""","49.4862, 5.7584"
"""EB20""=>NULL","48.4923, 5.9728"
"""B14""=>""30"", ""M9z""=>""rappel""","48.6860, 6.2358"
"""B14""=>""50"", ""M9z""=>""rappel""","48.7613, 6.0612"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6585, 6.2138"
"""B33""=>""70""","48.5608, 6.2178"
"""EB10""=>NULL","48.7623, 6.1052"
"""B14""=>""50""","48.6437, 6.1925"
"""B14""=>""30""","49.2244, 5.9819"
"""B14""=>""70"", ""M9z""=>""rappel""","48.5793, 5.9677"
"""EB10""=>NULL","48.6630, 6.1572"
"""B14""=>""30""","49.5100, 5.7178"
"""B14""=>""70""","49.4957, 5.7369"
"""B14""=>""50""","48.6698, 5.8668"
"""EB10""=>NULL","49.1595, 5.9516"
"""EB20""=>NULL","48.5018, 6.6585"
"""B31""=>NULL","48.6800, 5.7904"
"""EB10""=>NULL","49.2743, 5.9088"
"""EB20""=>NULL","48.5107, 6.8387"
"""EB20""=>NULL","49.1238, 5.7657"
"""EB10""=>NULL","49.4433, 5.7369"
"""EB20""=>NULL","49.4433, 5.7370"
"""B14""=>""30""","49.1813, 5.9701"
"""M1""=>""150 m"", ""B14""=>""50""","48.6310, 5.9086"
"""EB10""=>NULL","49.1842, 5.9718"
"""B14""=>""70""","50.1103, 4.8331"
"""B14""=>""30""","48.9176, 4.3977"
"""B14""=>""70""","48.6431, 6.2558"
"""B14""=>""50"", ""M9z""=>""rappel""","48.6396, 6.1839"
"""B14""=>""30""","49.1904, 5.9710"
"""B14""=>""70"", ""M9z""=>""rappel""","48.6344, 5.9088"
"""EB10""=>NULL","49.4647, 5.6645"
"""B14""=>""30""","48.6543, 6.2290"
"""EB20""=>NULL","49.1224, 5.7597"
"""EB20""=>NULL","48.5384, 5.8189"
