code,coords
"""EB20""=>NULL","48.0596, 5.3403"
"""EB10""=>NULL","49.3438, 6.3094"
"""EB20""=>NULL","48.3570, 6.5809"
"""B14""=>""90"", ""M9z""=>""rappel""","48.1674, 6.5311"
"""EB20""=>NULL","49.7003, 4.4272"
"""B14""=>""70""","48.5454, 3.5074"
"""B14""=>""30""","48.0426, 7.1457"
"""EB10""=>NULL","48.3562, 4.5333"
"""B14""=>""90"", ""M9z""=>""rappel""","48.1669, 6.5320"
"""EB10""=>NULL","49.2414, 6.1077"
"""B14""=>""50""","48.6307, 6.1822"
"""EB10""=>NULL","48.5531, 4.9135"
"""EB10""=>NULL","48.1675, 4.4111"
"""EB20""=>NULL","48.2798, 5.3729"
"""B14""=>""70"", ""M3a""=>""droite""","49.2521, 6.1047"
"""C208""=>NULL","49.7650, 4.6416"
"""B14""=>""30""","48.0380, 4.9152"
"""EB10""=>NULL","48.3670, 5.1484"
"""B33""=>""70""","48.7887, 6.4862"
"""EB10""=>NULL","47.9832, 6.5461"
"""B33""=>""90"", ""M4x""=>NULL","48.3732, 5.8772"
"""B33""=>""30""","48.7766, 7.0867"
"""B14""=>""50""","48.2167, 5.8336"
"""B14""=>""90"", ""M9z""=>""rappel""","48.0776, 6.4245"
"""B31""=>NULL","48.6778, 5.9322"
"""B14""=>""50"", ""M9z""=>""rappel""","49.3098, 3.6691"
"""B14""=>""30"", ""M3a""=>""1""","48.7494, 7.1372"
"""B14""=>""70""","48.2358, 3.6726"
"""B14""=>""70""","49.2600, 3.9511"
"""B14""=>""70""","48.1588, 6.7784"
"""B14""=>""90""","48.8048, 5.1033"
"""B14""=>""80""","49.2936, 4.5573"
"""EB20""=>NULL","48.8040, 5.0813"
"""B14""=>""90""","48.8059, 5.0919"
"""B14""=>""110"", ""M9z""=>""rappel""","48.3293, 4.1134"
"""B14""=>""70""","48.8047, 5.1032"
"""B14""=>""90""","48.5092, 3.5936"
"""B14""=>""90"", ""M9z""=>""rappel""","48.4825, 3.4970"
"""EB20""=>NULL","49.1209, 3.6813"
"""B14""=>""70""","49.4736, 4.5702"
"""B14""=>""50""","49.2261, 4.0662"
"""B14""=>""50"", ""M9z""=>""rappel""","49.4798, 5.9548"
"""B14""=>""90""","48.2921, 5.8977"
"""B14""=>""70""","49.2837, 3.9775"
"""B14""=>""70"", ""M9z""=>""rappel""","48.8024, 5.1095"
"""B14""=>""50"", ""M9z""=>""rappel""","48.9106, 6.7043"
"""B14""=>""70""","49.0497, 4.0332"
"""EB20""=>NULL","49.0496, 4.0331"
"""EB10""=>NULL","48.4449, 5.6756"
"""B14""=>""50""","48.4674, 6.7366"
"""B14""=>""70"", ""M9z""=>""rappel""","48.8019, 5.1098"
"""B14""=>""30""","48.4678, 6.7363"
"""C108""=>NULL","48.4645, 6.7340"
"""EB10""=>NULL","48.7932, 5.1254"
"""EB10""=>NULL","48.4980, 5.2658"
"""B14""=>""30""","48.5866, 6.0925"
"""B14""=>""30""","48.7941, 5.1290"
"""EB10""=>NULL","47.8266, 5.3327"
"""C107""=>NULL","48.4172, 6.2322"
"""B14""=>""70""","48.7884, 5.1415"
"""B33""=>""30""","48.5839, 6.0685"
"""B14""=>""50""","49.0417, 6.1558"
"""B14""=>""50""","48.7886, 5.1416"
"""EB20""=>NULL","48.7874, 5.1491"
"""B14""=>""50""","47.9057, 5.7385"
"""B14""=>""80""","48.6776, 5.9314"
"""B14""=>""70"", ""M3a""=>""1""","48.4009, 5.1550"
"""B14""=>""40""","48.6324, 7.6696"
"""EB10""=>NULL","48.6324, 7.6696"
"""EB10""=>NULL","48.4410, 5.6775"
"""B14""=>""110""","48.3320, 7.5306"
"""EB10""=>NULL","49.8390, 4.5464"
"""B14""=>""70""","48.5236, 7.4989"
"""B14""=>""70""","48.5235, 7.4989"
"""B14""=>""90"", ""M3a""=>""1""","48.1505, 5.6908"
"""B14""=>""90"", ""M9z""=>""rappel""","48.2704, 6.1584"
"""EB20""=>NULL","48.3117, 7.0886"
"""C207""=>NULL","49.3119, 6.1046"
"""B14""=>""50""","48.0747, 5.1459"
"""B14""=>""70""","48.1885, 5.1246"
"""EB20""=>NULL","49.3119, 6.1046"
"""B14""=>""70""","48.8144, 6.7102"
"""B14""=>""50""","49.1720, 6.8828"
"""B14""=>""30""","49.1073, 6.7170"
"""EB20""=>NULL","47.9225, 5.5643"
"""B14""=>""50"", ""M9z""=>""rappel""","49.0811, 6.3085"
"""B14""=>""30""","49.1585, 5.3635"
"""B14""=>""110""","48.7633, 7.7033"
"""B33""=>""70""","48.7758, 6.7662"
"""B14""=>""70""","47.6731, 7.2522"
"""EB10""=>NULL","47.7953, 5.3840"
"""B33""=>""30""","48.0380, 4.9153"
"""B14""=>""90""","48.5260, 7.6731"
"""B14""=>""90""","48.5642, 7.7332"
"""EB20""=>NULL","48.3727, 4.8941"
"""B14""=>""90"", ""M9z""=>""rappel""","48.5278, 7.6889"
"""B14""=>""50""","47.8951, 7.2284"
"""EB20""=>NULL","47.8951, 7.2284"
"""B14""=>""90""","48.5261, 7.6731"
"""B14""=>""30""","49.3546, 5.9889"
"""B14""=>""70""","49.7670, 4.6383"
"""B14""=>""30""","49.4065, 6.1502"
"""EB10""=>NULL","48.4420, 5.1762"
"""B14""=>""30""","48.9355, 6.6078"
"""B14""=>""70""","48.0367, 5.3475"
"""B14""=>""90""","48.4071, 5.2724"
"""B14""=>""90"", ""M4x""=>NULL","48.3790, 5.8816"
"""EB10""=>""AGGLO""","48.6692, 7.5188"
"""EB10""=>NULL","48.4281, 5.2126"
"""B14""=>""50""","48.7469, 7.6830"
"""B14""=>""50""","48.0402, 5.0614"
"""EB20""=>""AGGLO""","48.4419, 5.1761"
"""EB20""=>NULL","49.3019, 5.9073"
"""B14""=>""90""","48.4419, 5.1762"
"""EB20""=>NULL","48.3716, 4.9000"
"""B14""=>""90""","48.3717, 4.9000"
"""B33""=>""30""","49.5057, 4.7133"
"""B14""=>""30""","49.1280, 5.4001"
"""B33""=>""50""","48.0744, 4.9573"
"""B14""=>""70""","49.3391, 6.1788"
"""B14""=>""50""","49.8469, 4.5016"
"""EB10""=>NULL","49.8469, 4.5016"
"""B14""=>""90""","48.5347, 5.0906"
"""B14""=>""50"", ""M9z""=>""rappel""","48.9527, 4.3710"
"""EB10""=>NULL","48.7348, 4.6087"
"""B14""=>""70""","47.8817, 5.3519"
"""B14""=>""90"", ""M3a""=>""1""","48.5945, 7.6129"
"""B14""=>""90""","48.9046, 7.6479"
"""B33""=>""70""","48.9278, 6.6365"
"""M1""=>""150M"", ""B14""=>""30""","48.6208, 4.7056"
"""B14""=>""50""","48.4243, 4.8860"
"""B14""=>""90"", ""M3a""=>""1""","48.5338, 7.5799"
"""B14""=>""90"", ""M9z""=>""rappel""","48.2098, 5.2740"
"""EB20""=>NULL","48.9046, 7.6479"
"""B14""=>""50""","48.0878, 5.1460"
"""B14""=>""50""","48.5413, 7.6552"
"""B14""=>""30""","48.9240, 6.6342"
"""B14""=>""50""","48.4792, 7.6702"
"""B14""=>""70""","48.2500, 7.4354"
"""B14""=>""70"", ""M9z""=>""rappel""","49.1162, 6.2074"
"""EB10""=>""AGGLO""","48.9706, 6.2958"
"""B14""=>""50"", ""M3a""=>""1""","48.5201, 7.4972"
"""B14""=>""40"", ""M9z""=>""rappel""","48.6185, 7.6920"
"""EB20""=>NULL","48.8911, 6.3687"
"""B14""=>""70""","47.6960, 7.1818"
"""B14""=>""30""","47.8823, 7.5309"
"""B14""=>""70""","48.2337, 5.3418"
"""B14""=>""30""","48.9706, 6.2958"
"""B14""=>""70""","48.5606, 7.7335"
"""B14""=>""70"", ""M9z""=>""rappel""","49.1163, 6.2073"
"""B14""=>""70""","47.7176, 7.1405"
"""B14""=>""40""","49.1163, 5.5557"
"""B14""=>""45""","49.3017, 6.0545"
"""B14""=>""50""","49.7665, 4.6394"
"""B14""=>""30""","48.1045, 7.4699"
"""EB10""=>NULL","48.9151, 6.7057"
"""EB10""=>NULL","48.1000, 7.4634"
"""EB10""=>NULL","49.2695, 6.1950"
"""B14""=>""30""","48.5678, 6.5370"
"""EB20""=>NULL","48.0892, 7.4302"
"""B14""=>""90"", ""M9z""=>""rappel""","48.3567, 4.2795"
"""EB10""=>NULL","49.0007, 6.8350"
"""B14""=>""30""","47.9147, 5.4273"
"""EB10""=>NULL","49.1163, 5.5557"
"""M1""=>""200 m"", ""C107""=>NULL","48.6411, 4.9091"
"""EB20""=>NULL","49.0007, 6.8350"
"""EB20""=>NULL","48.0509, 3.9239"
"""EB20""=>""AGGLO""","48.2394, 4.5291"
"""EB20""=>NULL","48.9700, 6.6101"
"""B14""=>""70""","49.7521, 5.0269"
"""EB20""=>NULL","48.3750, 4.1903"
"""B14""=>""30""","48.8494, 7.0193"
"""B14""=>""30""","49.3215, 6.4840"
"""EB10""=>NULL","49.3215, 6.4840"
"""B14""=>""50""","49.6956, 4.9052"
"""B14""=>""110""","49.7267, 4.7139"
"""B14""=>""70""","48.1096, 6.4434"
"""B14""=>""30""","49.1076, 6.1828"
"""B14""=>""50"", ""M9z""=>""rappel""","49.0529, 6.0605"
"""EB10""=>NULL","49.1766, 5.9986"
"""B31""=>NULL","48.5833, 4.8884"
"""B14""=>""110""","49.7268, 4.7138"
"""B14""=>""90""","49.0844, 3.6580"
"""B14""=>""50""","48.2903, 4.0870"
"""B31""=>NULL","47.8489, 7.3231"
"""B14""=>""30"", ""M9z""=>""rappel""","48.1271, 7.1592"
"""B14""=>""30""","48.6023, 5.0314"
"""B14""=>""50"", ""M9z""=>""rappel""","48.7038, 6.2304"
"""B33""=>""30""","48.7582, 5.5962"
"""B33""=>""30""","48.7575, 5.5964"
"""B14""=>""110"", ""M9z""=>""rappel""","49.3432, 4.1855"
"""B14""=>""110"", ""M9z""=>""rappel""","49.1296, 6.2533"
"""B14""=>""90"", ""M9z""=>""rappel""","48.2712, 4.9557"
"""B14""=>""30""","49.1436, 6.1292"
"""EB10""=>NULL","47.9142, 5.4536"
"""B14""=>""70""","48.5866, 7.7186"
"""B14""=>""70"", ""M9z""=>""rappel""","48.5901, 7.6937"
"""B14""=>""70"", ""M9z""=>""rappel""","48.5902, 7.6937"
"""B14""=>""70""","48.5865, 7.7186"
"""B14""=>""70""","48.5913, 7.6851"
"""B14""=>""30""","48.5124, 5.0001"
"""B14""=>""70""","48.5914, 7.6852"
"""B14""=>""90"", ""M9z""=>""rappel""","48.6143, 7.7268"
"""B14""=>""90""","48.6289, 7.7240"
"""B14""=>""90"", ""M9z""=>""rappel""","48.6058, 7.7281"
"""EB10""=>""AGGLO""","49.3141, 4.4978"
"""B14""=>""90""","48.6289, 7.7242"
"""B14""=>""50""","49.3141, 4.4978"
"""B14""=>""30""","48.0254, 5.5363"
"""B14""=>""50""","49.2961, 6.3422"
"""M1""=>""150 m"", ""B14""=>""50""","49.1543, 6.6400"
"""B14""=>""90"", ""M3a""=>""1""","48.2976, 5.8578"
"""EB20""=>NULL","48.3264, 6.8785"
"""M1""=>""500M"", ""C207""=>NULL","48.0009, 5.5067"
"""EB10""=>""AGGLO""","49.1436, 6.1292"
"""B14""=>""90"", ""M9z""=>""rappel""","49.1230, 6.2295"
"""B14""=>""90""","48.2955, 5.8622"
"""B14""=>""70"", ""M9z""=>""rappel""","48.0009, 5.5065"
"""B14""=>""50""","48.0846, 4.1014"
"""B14""=>""90""","48.2972, 5.8534"
"""B14""=>""90"", ""M3a""=>""1""","48.2219, 5.8410"
"""B14""=>""30""","48.7063, 6.3933"
"""B14""=>""90"", ""M9z""=>""rappel""","48.3096, 6.0595"
"""EB10""=>NULL","49.1358, 6.4596"
"""B14""=>""90"", ""M9z""=>""rappel""","48.3072, 6.0879"
"""B14""=>""90"", ""M9z""=>""rappel""","48.3076, 6.0405"
"""B14""=>""90"", ""M9z""=>""rappel""","48.3093, 6.0908"
"""B14""=>""70"", ""M3a""=>""1""","48.7339, 4.6144"
"""B14""=>""50"", ""M3a""=>""1""","48.3080, 6.0427"
"""B14""=>""70""","49.2925, 6.1937"
"""EB10""=>""AGGLO""","47.9401, 7.1749"
"""B33""=>""70""","47.4728, 7.3507"
"""EB20""=>NULL","48.3522, 6.5442"
"""B14""=>""30"", ""M9z""=>""rappel""","49.1045, 6.9599"
"""EB20""=>NULL","48.4401, 6.5751"
"""B14""=>""70""","49.1234, 6.1564"
"""B14""=>""90""","48.0246, 5.0599"
"""B14""=>""50"", ""M9z""=>""rappel""","48.4155, 7.4654"
"""B14""=>""90""","48.0184, 7.3137"
"""EB10""=>NULL","48.1531, 6.7799"
"""EB20""=>NULL","48.1848, 6.9621"
"""EB20""=>NULL","47.9401, 7.1749"
"""B14""=>""50""","48.4965, 3.8468"
"""B14""=>""90"", ""M9z""=>""rappel""","48.2676, 3.7702"
"""EB20""=>""AGGLO""","48.2812, 3.9282"
"""B33""=>""70""","48.5384, 3.5003"
"""B14""=>""70""","48.5385, 3.5005"
"""EB20""=>""AGGLO""","48.5151, 3.6607"
"""B14""=>""90""","48.5151, 3.6608"
"""B14""=>""110""","48.2725, 4.0478"
"""B14""=>""90""","48.6280, 6.1836"
"""B33""=>""70""","49.7207, 4.8396"
"""B14""=>""50""","49.2859, 6.2606"
"""B14""=>""90""","49.2480, 5.5227"
"""B14""=>""30""","48.8121, 6.7029"
"""B33""=>""70""","48.9835, 5.4848"
"""B14""=>""70""","49.7208, 4.8398"
"""B14""=>""90""","48.2371, 4.1220"
"""B14""=>""90""","48.6351, 5.3791"
"""B14""=>""70""","48.7173, 7.6971"
"""EB10""=>NULL","48.5865, 7.5616"
"""B14""=>""40""","48.5865, 7.5616"
"""B14""=>""70""","48.9858, 5.4772"
"""EB20""=>NULL","48.4409, 5.6773"
"""EB10""=>NULL","47.7681, 7.0067"
"""C207""=>NULL","49.7353, 4.7206"
"""B14""=>""110""","49.4361, 5.9087"
"""B14""=>""70""","48.5432, 5.9103"
"""EB10""=>NULL","48.6332, 4.8608"
"""EB10""=>NULL","48.0510, 6.4132"
"""B14""=>""70""","49.2508, 3.9602"
"""B14""=>""90"", ""M9z""=>""rappel""","47.9641, 5.6394"
"""B14""=>""90"", ""M9z""=>""rappel""","48.5093, 3.4321"
"""EB10""=>NULL","48.0925, 7.4285"
"""B14""=>""70""","48.5048, 3.7594"
"""EB20""=>""AGGLO""","48.3644, 6.4725"
"""B14""=>""90"", ""M9z""=>""rappel""","48.4770, 3.8709"
"""B14""=>""70""","47.7160, 7.2873"
"""B14""=>""90"", ""M9z""=>""rappel""","48.5060, 3.4402"
"""EB20""=>""AGGLO""","48.3084, 6.1037"
"""B14""=>""90""","48.3088, 5.9680"
"""B14""=>""90""","48.3084, 6.1037"
"""B14""=>""50""","49.0766, 7.0211"
"""B14""=>""90""","48.2979, 5.9083"
"""B14""=>""90""","48.4409, 5.6773"
"""EB20""=>NULL","48.2486, 6.4412"
"""B14""=>""30""","49.3052, 6.3270"
"""B14""=>""45""","49.3157, 6.2554"
"""EB20""=>NULL","49.3248, 6.2445"
"""B14""=>""50""","49.3248, 6.2445"
"""EB10""=>NULL","49.3157, 6.2554"
"""EB20""=>NULL","47.7558, 7.3859"
"""B14""=>""90""","48.7791, 4.2285"
"""B14""=>""50""","49.1127, 6.6173"
"""B14""=>""30""","48.8909, 6.0527"
"""B33""=>""70""","48.9669, 7.5844"
"""B14""=>""50""","48.6725, 6.1850"
"""B14""=>""50""","49.5474, 5.7982"
"""B33""=>""30""","48.0729, 4.2047"
"""EB20""=>NULL","48.0246, 5.0599"
"""B14""=>""30""","49.3462, 4.7807"
"""B14""=>""90""","48.2394, 4.5289"
"""EB20""=>NULL","48.5333, 4.1591"
"""B14""=>""70""","48.1904, 7.3466"
"""EB20""=>NULL","48.6912, 6.6985"
"""B14""=>""70""","49.2035, 5.8455"
"""B14""=>""70""","48.9939, 7.5527"
"""EB20""=>NULL","47.7183, 7.5071"
"""B14""=>""40""","48.6409, 7.6715"
"""B14""=>""110""","48.6706, 5.7942"
"""B14""=>""90""","49.3331, 6.1965"
"""EB10""=>NULL","48.5855, 6.0821"
"""B14""=>""70""","48.4559, 7.7186"
"""B14""=>""90""","49.3330, 6.1965"
"""B14""=>""40""","48.2469, 7.4350"
"""EB10""=>NULL","48.2469, 7.4350"
"""B31""=>NULL","49.1436, 4.3788"
"""B14""=>""70""","47.8186, 5.0678"
"""C108""=>NULL","49.2313, 4.0693"
"""EB20""=>NULL","47.9501, 7.2905"
"""EB20""=>NULL","49.1058, 7.0000"
"""B14""=>""70""","47.9501, 7.2905"
"""EB10""=>NULL","49.1057, 7.0000"
"""B14""=>""70""","49.0091, 7.4974"
"""B14""=>""30"", ""M4f""=>""7,5t""","48.4626, 7.7194"
"""B14""=>""50""","48.1885, 6.7499"
"""EB10""=>NULL","48.0712, 5.4349"
"""B14""=>""50""","48.6095, 6.8625"
"""EB10""=>""AGGLO""","48.4626, 7.7194"
"""B14""=>""70""","49.6773, 4.3830"
"""B14""=>""30""","48.1463, 7.1862"
"""B14""=>""50""","49.6214, 5.0297"
"""B14""=>""30""","49.3624, 6.1983"
"""B14""=>""50"", ""M9z""=>""rappel""","47.5565, 7.3099"
"""B14""=>""50""","48.7786, 7.6795"
"""B14""=>""30""","48.0929, 7.3488"
"""EB10""=>NULL","47.9522, 5.4026"
"""B14""=>""50""","48.1141, 5.1180"
"""EB10""=>""AGGLO""","49.6214, 5.0297"
"""EB10""=>NULL","49.1083, 6.2836"
"""EB10""=>NULL","48.3210, 4.8332"
"""B14""=>""30"", ""M9z""=>""rappel""","49.1068, 6.9776"
"""B14""=>""30""","48.7541, 3.9947"
"""EB20""=>NULL","49.1508, 6.6664"
"""B33""=>""30""","48.7539, 3.9963"
"""B14""=>""50""","48.4230, 7.6403"
"""B14""=>""110""","48.3211, 7.4883"
"""B33""=>""70""","49.1430, 6.4413"
"""B14""=>""40"", ""M9z""=>""rappel""","48.4489, 7.5463"
"""C207""=>NULL","48.7039, 7.7105"
"""B14""=>""50""","48.4468, 7.6547"
"""B14""=>""50"", ""M9z""=>""rappel""","48.0276, 7.1011"
"""B14""=>""50""","47.6157, 7.2191"
"""B14""=>""50""","47.8104, 6.8986"
"""EB20""=>NULL","48.9926, 7.7845"
"""C207""=>NULL","47.7928, 7.3984"
"""B14""=>""90"", ""M9z""=>""rappel""","47.7857, 7.4323"
"""B14""=>""90""","48.2200, 6.2148"
"""EB20""=>NULL","48.8066, 3.7292"
"""B14""=>""70""","49.5176, 4.3486"
"""B14""=>""70""","48.5684, 7.6610"
"""B14""=>""30""","49.3282, 6.1799"
"""EB20""=>NULL","48.5684, 7.6610"
"""B14""=>""80""","49.6743, 5.1103"
"""B14""=>""30""","49.3271, 6.1531"
"""B14""=>""90""","48.6049, 4.9107"
"""C107""=>NULL","48.7180, 7.0483"
"""B14""=>""30""","49.2653, 6.1090"
"""B14""=>""50"", ""M3a""=>""1""","48.5896, 7.6983"
"""B14""=>""90"", ""M9z""=>""rappel""","48.1146, 6.1750"
"""B14""=>""30""","49.1001, 6.7116"
"""B14""=>""70""","49.7049, 4.2076"
"""B14""=>""70""","49.3591, 6.1309"
"""EB20""=>""AGGLO""","49.3591, 6.1309"
"""B14""=>""40""","48.3252, 7.3353"
"""EB10""=>NULL","48.3252, 7.3353"
"""B14""=>""70""","47.7214, 7.0383"
"""B14""=>""70""","48.1031, 7.1837"
"""B14""=>""30""","48.4712, 6.2685"
"""B14""=>""30"", ""M9z""=>""rappel""","49.3310, 5.9696"
"""B14""=>""90"", ""M9z""=>""rappel""","48.2784, 6.1503"
"""EB20""=>NULL","47.7098, 7.5094"
"""B14""=>""30""","49.0579, 6.1475"
"""B14""=>""30""","49.5057, 4.7131"
"""B14""=>""40""","48.6124, 7.7014"
"""EB10""=>NULL","47.9702, 6.9597"
"""EB10""=>NULL","47.6339, 5.3429"
"""B33""=>""30""","48.0819, 5.1364"
"""B14""=>""70""","47.9836, 5.6807"
"""EB10""=>NULL","49.1756, 6.4902"
"""B14""=>""50""","49.2062, 4.0841"
"""B14""=>""70""","47.7507, 7.5270"
"""B14""=>""90"", ""M9z""=>""rappel""","48.1323, 5.0937"
"""B14""=>""30""","47.6339, 5.3429"
"""B14""=>""50""","48.1825, 4.7859"
"""B14""=>""30""","48.5457, 6.8378"
"""B14""=>""90""","48.4808, 5.1346"
"""B14""=>""50"", ""M9z""=>""rappel""","48.0848, 5.1113"
"""B14""=>""70"", ""M3a""=>""1""","48.3254, 5.1325"
"""B14""=>""90"", ""M3a""=>""1""","49.7677, 4.6366"
"""B33""=>""70""","48.9591, 7.7547"
"""B31""=>NULL","49.7780, 4.6149"
"""B14""=>""50"", ""M3a""=>""1""","48.2879, 5.1233"
"""EB20""=>NULL","48.4720, 6.3526"
"""B14""=>""110""","48.8859, 6.0947"
"""EB10""=>""AGGLO""","48.6064, 5.0396"
"""B14""=>""30""","49.3688, 5.9032"
"""EB10""=>NULL","48.9865, 7.5655"
"""B14""=>""30"", ""M4f""=>""3.5T""","47.8694, 5.3160"
"""B14""=>""70""","47.7524, 7.5208"
"""EB10""=>NULL","48.1336, 4.3525"
"""B14""=>""50""","47.9738, 5.4969"
"""EB10""=>NULL","49.1318, 4.9798"
"""B14""=>""15""","49.3907, 6.2748"
"""B14""=>""70"", ""M3a""=>""1""","48.2098, 6.4589"
"""EB20""=>NULL","49.1145, 5.0000"
"""B14""=>""90"", ""M9z""=>""rappel""","48.1150, 6.1775"
"""B14""=>""90"", ""M9z""=>""rappel""","48.1228, 6.1904"
"""C107""=>NULL","49.6834, 4.9728"
"""EB10""=>NULL","48.6479, 6.1435"
"""B14""=>""70""","49.1361, 6.7059"
"""B14""=>""70""","48.0844, 7.2883"
"""B14""=>""30""","49.0375, 6.0649"
"""B14""=>""70""","48.1014, 5.0618"
"""B14""=>""70""","48.1605, 6.3019"
"""EB20""=>""AGGLO""","48.1014, 5.0618"
"""EB20""=>NULL","49.2547, 5.9477"
"""B14""=>""70""","49.1360, 6.7059"
"""EB20""=>NULL","49.0008, 6.1861"
"""B31""=>NULL","48.0441, 7.2009"
"""B14""=>""90""","49.1894, 6.7114"
"""C207""=>NULL","49.2319, 4.0671"
"""EB20""=>NULL","49.2319, 4.0672"
"""C108""=>NULL","48.1913, 5.1276"
"""B14""=>""50""","47.9223, 5.5240"
"""EB10""=>NULL","48.1813, 4.9830"
"""B14""=>""30""","49.3157, 6.2858"
"""B14""=>""70""","48.1369, 5.0550"
"""EB20""=>NULL","49.1358, 6.2608"
"""B33""=>""30""","49.8349, 4.5596"
"""B14""=>""40""","48.1168, 4.6407"
"""B14""=>""90""","49.0241, 6.1958"
"""B33""=>""30""","49.0793, 6.0673"
"""EB10""=>NULL","49.1437, 6.8176"
"""EB10""=>NULL","49.1913, 6.5065"
"""B14""=>""70""","48.7887, 6.4860"
"""B14""=>""30""","49.8736, 4.7428"
"""B14""=>""70""","48.4313, 5.1087"
"""EB20""=>NULL","49.4849, 4.1645"
"""B33""=>""70""","49.4684, 5.5959"
"""B14""=>""80""","49.5054, 5.7842"
"""EB20""=>NULL","49.4999, 5.8633"
"""B14""=>""90""","48.1177, 5.1098"
"""B14""=>""90""","48.1177, 5.1100"
"""B14""=>""70""","49.5000, 5.8633"
"""B14""=>""110""","49.2454, 3.9317"
"""B14""=>""70""","48.1857, 4.7831"
"""EB10""=>""AGGLO""","49.1034, 6.4757"
"""EB10""=>NULL","47.9498, 6.8020"
"""B14""=>""70""","49.0865, 7.0405"
"""EB10""=>NULL","48.4003, 4.1111"
"""B14""=>""70""","48.6505, 5.8728"
"""B14""=>""90"", ""M3a""=>""1""","48.8928, 6.1010"
"""EB20""=>NULL","48.2419, 6.7446"
"""EB20""=>NULL","49.0865, 7.0405"
"""EB10""=>NULL","47.9969, 5.2636"
"""B14""=>""70""","48.6125, 6.8666"
"""B14""=>""90""","49.1401, 6.8110"
"""EB10""=>NULL","48.7672, 7.2854"
"""EB10""=>NULL","48.0859, 5.2859"
"""B14""=>""50"", ""M9z""=>""rappel""","49.8623, 4.7378"
"""B14""=>""50"", ""M9z""=>""rappel""","48.2462, 3.9459"
"""B14""=>""70""","48.5747, 6.1749"
"""EB10""=>NULL","48.1547, 6.9195"
"""B14""=>""30""","49.1108, 6.6978"
"""B14""=>""110""","48.6050, 6.3663"
"""EB10""=>NULL","49.2287, 6.4331"
"""B14""=>""90"", ""M9z""=>""rappel""","48.5886, 4.1564"
"""EB10""=>NULL","49.3686, 6.2112"
"""EB10""=>NULL","49.3189, 6.3286"
"""EB10""=>NULL","49.3203, 6.3271"
"""B33""=>""30""","48.7114, 6.2550"
"""B14""=>""30""","48.0342, 4.9123"
"""B14""=>""30""","49.7269, 4.7094"
"""B14""=>""50""","48.1712, 6.3310"
"""M2""=>""250"", ""B14""=>""30""","48.1494, 5.1895"
"""EB10""=>NULL","48.7059, 4.6416"
"""B14""=>""50""","48.7059, 4.6416"
"""B14""=>""50""","48.8253, 7.7639"
"""EB20""=>NULL","48.4137, 3.4892"
"""M1""=>""200M"", ""B14""=>""110""","49.1490, 6.2494"
"""B14""=>""50"", ""M4f""=>""3.5t""","48.6934, 6.1301"
"""B14""=>""80""","49.5751, 5.3468"
"""M1""=>""200M"", ""B14""=>""110""","49.1489, 6.2496"
"""B14""=>""30""","48.5366, 7.7269"
"""B14""=>""90""","49.3827, 6.0793"
"""C107""=>NULL","49.5184, 5.7517"
"""B14""=>""30""","49.3920, 5.7566"
"""B14""=>""70""","48.8563, 5.5216"
"""B14""=>""90""","48.2667, 7.2560"
"""B14""=>""80"", ""M9z""=>""rappel""","49.6755, 5.0887"
"""B14""=>""90"", ""M3a""=>""1""","49.1331, 6.5505"
"""B14""=>""50""","49.7428, 4.3822"
"""B14""=>""70"", ""M3a""=>""1""","49.1824, 6.2442"
"""B14""=>""30""","49.4579, 5.9257"
"""EB20""=>NULL","49.2571, 6.0969"
"""EB10""=>""AGGLO""","49.4595, 6.1776"
"""C108""=>NULL","48.4172, 6.2308"
"""EB10""=>NULL","48.5657, 6.4733"
"""B14""=>""30""","48.0925, 5.1374"
"""EB20""=>NULL","49.3170, 6.2933"
"""B14""=>""30""","49.4609, 6.1353"
"""EB10""=>""AGGLO""","49.0562, 6.0741"
"""B14""=>""50"", ""M9z""=>""rappel""","49.0761, 6.0727"
"""B14""=>""70""","48.4184, 6.2309"
"""B14""=>""30""","48.7969, 6.0914"
"""B14""=>""90"", ""M3a""=>""1""","49.0767, 6.1099"
"""B14""=>""30""","48.0709, 4.4780"
"""B14""=>""50"", ""M9z""=>""rappel""","49.3974, 6.4346"
"""C107""=>NULL","49.7374, 4.7219"
"""B14""=>""50""","49.7374, 4.7219"
"""EB10""=>NULL","48.9881, 6.1657"
"""B14""=>""40""","49.0277, 7.9653"
"""B14""=>""30""","48.0709, 4.4766"
"""EB10""=>NULL","49.2455, 4.2105"
"""B14""=>""50""","49.7361, 4.7176"
"""B14""=>""70""","49.4189, 4.4781"
"""EB20""=>NULL","49.6853, 4.2528"
"""B14""=>""30""","49.3179, 6.1559"
"""B14""=>""50""","49.7360, 4.7175"
"""C208""=>NULL","48.6126, 7.7270"
"""EB10""=>NULL","49.6524, 4.2505"
"""B33""=>""30""","48.0709, 4.4768"
"""EB20""=>NULL","49.3939, 6.0377"
"""B14""=>""30""","48.7243, 6.5358"
"""EB10""=>NULL","48.7868, 6.3762"
"""B14""=>""50"", ""M9z""=>""rappel""","49.3456, 6.3053"
"""B14""=>""90"", ""M9z""=>""rappel""","48.0875, 5.7623"
"""B14""=>""90"", ""M9z""=>""rappel""","48.2414, 4.3335"
"""B14""=>""70""","49.1583, 6.9588"
"""EB10""=>""AGGLO""","47.9778, 4.9414"
"""EB10""=>""AGGLO""","48.3718, 3.8925"
